source_file,sheet_name,model,operator_no,station_no,cart,bin_location,step_no,component_part,quantity,process_route,width,depth,height,volume,storage,bin_model,bin_capacity,batch_size,days_of_stock,required_bins,assembled_using,tool_used
Material Northface.xlsx,Plan for every part,ASY-03727-27;A0,7.0,11.0,C39-B1-PB39,,32,A CT4BK18-C,1.0,BUY,10.0,0.2,0.2,0.4,Bin,1,4175.0,100.0,4.0,0.023952095808383235,,
Material Northface.xlsx,Plan for every part,ASY-03727-27;A0,8.0,12.0,,,33,A ASY-03248-06;A0,1.0,BUY,,,,0.0,,,,,0.0,,,
Material Northface.xlsx,Plan for every part,ASY-03727-27;A0,8.0,12.0,C40-B2-PB40,,34,ASY-04184-02;A0,2.0,,8.9,2.8,2.2,54.824,Bin,2,197.0,199.0,3.98,1.0101522842639594,,
Material Northface.xlsx,Plan for every part,ASY-03727-27;A0,8.0,12.0,C40-B2-PB40,,37,ASY-03158-05;A0,1.0,,18.4,17.3,0.5,159.16,Bin,2,68.0,69.0,2.76,1.0147058823529411,,
Material Northface.xlsx,Plan for every part,ASY-03727-27;A0,8.0,12.0,C39-B1-PB39,,40,A MECH-01540-06A0,1.0,BUY,3.0,1.25,1.0,3.75,Bin,1,446.0,100.0,4.0,0.2242152466367713,,
Material Northface.xlsx,Plan for every part,ASY-03727-27;A0,8.0,12.0,C39-B1-PB39,,40,A MECH-01566-05A0,1.0,BUY,6.0,1.25,1.0,7.5,Bin,1,223.0,100.0,4.0,0.4484304932735426,,
Material Northface.xlsx,Plan for every part,ASY-03727-27;A0,8.0,12.0,C39-B1-PB39,,41,A MECH-01563-05A0,1.0,BUY,1.25,1.25,1.0,1.5625,Bin,1,1069.0,100.0,4.0,0.09354536950420954,,
Material Northface.xlsx,Plan for every part,ASY-03727-27;A0,8.0,12.0,C39-B1-PB39,,41,A MECH-01567-05A0,1.0,BUY,7.0,1.25,1.0,8.75,Bin,1,191.0,100.0,4.0,0.5235602094240838,,
Material Northface.xlsx,Plan for every part,ASY-03727-27;A0,8.0,12.0,C41-B1-PB41,,42,A LBL-00990-02;A1,1.0,BUY,18.0,0.5,0.1,0.9,Bin,1,1856.0,100.0,4.0,0.05387931034482758,,
Material Northface.xlsx,Plan for every part,ASY-03727-27;A0,8.0,12.0,C41-B1-PB41,,42,A LBL-00991-03;A0,1.0,BUY,18.0,0.5,0.1,0.9,Bin,1,1856.0,100.0,4.0,0.05387931034482758,,
Material Northface.xlsx,Plan for every part,ASY-03727-27;A0,8.0,12.0,C41-B1-PB41,,42,A LBL-00992-04;A0,1.0,BUY,18.0,0.5,0.1,0.9,Bin,1,1856.0,100.0,4.0,0.05387931034482758,,
Material Northface.xlsx,Plan for every part,ASY-03727-27;A0,8.0,12.0,C41-B1-PB41,,43,A LBL-00961-02;A1,1.0,BUY,18.0,1.0,0.1,1.8,Bin,1,928.0,100.0,4.0,0.10775862068965517,,
Material Northface.xlsx,Plan for every part,ASY-03727-27;A0,8.0,12.0,C41-B1-PB41,,44,A LBL-00918-07;A1,1.0,BUY,18.0,0.5,0.1,0.9,Bin,1,1856.0,100.0,4.0,0.05387931034482758,,
Material Northface.xlsx,Plan for every part,ASY-03727-27;A0,8.0,12.0,C41-B1-PB41,,44,A LBL-00960-02;A0,1.0,BUY,18.0,0.5,0.1,0.9,Bin,1,1856.0,100.0,4.0,0.05387931034482758,,
Material Northface.xlsx,Plan for every part,ASY-03727-27;A0,8.0,12.0,C42-B1-PB42,,44,A LBL-01010-01,1.0,BUY,18.0,0.5,0.1,0.9,Bin,1,1856.0,100.0,4.0,0.05387931034482758,,
Material Northface.xlsx,Plan for every part,ASY-03727-27;A0,8.0,12.0,C42-B1-PB42,,44,A LBL-01322-01;A0,1.0,BUY,18.0,0.5,0.1,0.9,Bin,1,1856.0,100.0,4.0,0.05387931034482758,,
Material Northface.xlsx,Plan for every part,ASY-03727-27;A0,8.0,12.0,C42-B1-PB42,,45,A LBL-01363-01;A0,1.0,BUY,18.0,0.5,0.1,0.9,Bin,1,1856.0,100.0,4.0,0.05387931034482758,,
Material Northface.xlsx,Plan for every part,ASY-03727-27;A0,8.0,12.0,C42-B1-PB42,,45,A LBL-01364-01;A0,1.0,BUY,18.0,0.5,0.1,0.9,Bin,1,1856.0,100.0,4.0,0.05387931034482758,,
Material Northface.xlsx,Plan for every part,ASY-03727-27;A0,8.0,12.0,C42-B1-PB42,,46,A LBL-01002-02;A0,2.0,BUY,4.0,3.0,0.1,1.2000000000000002,Bin,1,1392.0,200.0,4.0,0.14367816091954022,,
Material Northface.xlsx,Plan for every part,ASY-03727-27;A0,8.0,12.0,C42-B1-PB42,,48,A LBL-01268-01;B0,1.0,BUY,30.0,5.0,0.1,15.0,Bin,1,112.0,73.0,2.92,0.6517857142857143,,
Material Northface.xlsx,Plan for every part,ASY-03727-27;A0,8.0,12.0,,,47,A LBL-01269-01;B0,1.0,BUY,30.0,20.0,0.1,60.0,Bin,1,28.0,19.0,0.76,0.6785714285714286,,
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,1.0,1.0,C1-B1-PB1-WS#1,,1,MTL-02321-01;A0,1.0,LSR - BRK,17.0,0.6,0.8,8.16,Bin,1,205.0,100.0,4.0,0.4878048780487805,Place in fixture,Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,1.0,1.0,C5-B2-PB5-WS#1,,2,ASY-05258-01;A0,1.0,TURR - BRK - PEM,21.0,18.6,0.7,273.42,Bin,2,40.0,80.0,3.2,2.0,SK41H x6,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,1.0,1.0,C1-B1-PB1-WS#1,,3,GSKT-00352,1.0,BUY,10.0,0.5,0.5,2.5,Bin,1,668.0,100.0,4.0,0.1497005988023952,"Stick onto
 ASY-05258-01;A0",Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,1.0,1.0,C1-B1-PB1-WS#1,,3,GSKT-00353,1.0,BUY,10.5,0.5,0.5,2.625,Bin,1,637.0,100.0,4.0,0.15698587127158556,"Stick onto
 ASY-05258-01;A0",Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,1.0,1.0,C1-B1-PB1-WS#1,,4,MTL-02217-01;A0,1.0,TURR - BRK,15.7,1.5,1.2,28.259999999999994,Bin,1,60.0,120.0,4.8,2.0,SK41H x14,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,1.0,1.0,C6-B2-PB6-WS#1,,4,ASY-05257-01;A0,1.0,TURR - BRK - PEM,21.0,17.5,1.2,441.0,Bin,2,25.0,50.0,2.0,2.0,"Assembled to 
MTL-02217-01;A0",Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,1.0,2.0,C7-B2-PB7-WS#2,,5,ASY-05277-02;A0,1.0,TURR - BRK - PEM,22.8,17.2,0.8,313.728,Bin,2,35.0,70.0,2.8,2.0,SK41H x14,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,1.0,2.0,C2-B1-PB2-WS#2,,6,MTL-02324-02;A0,1.0,TURR - BRK,16.1,1.2,0.4,7.728000000000001,Bin,1,217.0,100.0,4.0,0.4608294930875576,SK41H x9,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,1.0,2.0,C2-B1-PB2-WS#2,,6,MTL-02214-01;A1,1.0,LSR - BRK - OSP,17.0,1.4,0.4,9.52,Bin,1,176.0,100.0,4.0,0.5681818181818182,"Assembled to
MTL-02324-02;A0",Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,1.0,1.0,C1-B1-PB1-WS#1,,9,MTL-02216-03;A0,1.0,LSR - BRK,16.9,1.3,0.4,8.788,Bin,1,191.0,100.0,4.0,0.5235602094240838,SK41H x11,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,1.0,1.0,C4-B2-PB4-WS#1,,9,ASY-05299-02;A0,1.0,TURR - BRK - PEM,17.9,17.2,0.4,123.15199999999999,Bin,2,88.0,89.0,3.56,1.0113636363636365,"Assembled to 
MTL-02216-03;A0",Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,1.0,2.0,C2-B1-PB2-WS#2,,11,H FAS-00525,6.0,BUY,3.0,0.5,0.5,0.75,Bin,1,2227.0,600.0,4.0,0.2694207453973956,"Assembled into
ASY-05275-01;A0",Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,2.0,3.0,C8-B1-PB8,,12,MTL-02215-02;A1,1.0,LSR - BRK - OSP,17.0,1.5,0.4,10.200000000000001,Bin,1,164.0,100.0,4.0,0.6097560975609756,"Assembled to
ASY-05299-02;A0
SK41H x25",Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,2.0,3.0,C8-B1-PB8,,13,MECH-02707-01;B0,1.0,BUY,10.5,0.5,0.5,2.625,Bin,1,637.0,100.0,4.0,0.15698587127158556,Stick onto part,Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,2.0,3.0,C8-B1-PB8,,14,A MECH-02688-02,1.0,BUY,6.0,1.5,0.75,6.75,Bin,1,248.0,100.0,4.0,0.4032258064516129,Assembled into part,Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,2.0,3.0,C8-B1-PB8,,15,A MECH-02687-02,5.0,BUY,6.75,1.25,0.375,3.1640625,Bin,1,528.0,345.0,2.76,0.6534090909090909,Assembled into part,Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,2.0,3.0,C8-B1-PB8,,16,ASY-03668-01;A0,1.0,TURR - BRK - PEM,12.3,0.5,0.5,3.075,Bin,1,544.0,100.0,4.0,0.18382352941176472,Place in fixture,Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,2.0,3.0,C9-B2-PB9,,17,MTL-02352-04;A0,1.0,TURR - BRK,16.7,14.2,0.5,118.57,Bin,2,91.0,92.0,3.68,1.010989010989011,"Aassembled to
ASY-03668-01;A0
SK41H 5x",Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,2.0,3.0,C9-B2-PB9,,19,ASY-04181-02;A0,1.0,TURR - BRK - PEM,17.1,3.4,3.1,180.234,Bin,2,60.0,61.0,2.44,1.0166666666666666,SK41H x16,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,2.0,3.0,C10-B2-PB10,,21,ASY-03157-02;A0,1.0,TURR - BRK - PEM,17.2,6.1,4.8,503.61599999999993,Bin,2,22.0,44.0,1.76,2.0,SK41H x21,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,2.0,3.0,C8-B1-PB8,,22,A LBL-00829-03;B0,1.0,BUY,10.0,6.0,0.1,6.0,Bin,1,279.0,100.0,4.0,0.35842293906810035,Stick onto part,Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,3.0,5.0,C15-B1-PB15,,23,MTL-02239-01;A0,1.0,TURR - BRK,13.6,1.8,0.5,12.24,Bin,1,137.0,100.0,4.0,0.7299270072992701,"Assemble to
 ASY-03145-02;A0",Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,3.0,5.0,C15-B1-PB15,,23,ASY-03145-02;A0,1.0,TURR - BRK - PEM,13.7,1.8,0.8,19.728,Bin,1,85.0,85.0,3.4,1.0,SK41H 2x,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,3.0,5.0,C17-B2-PB17,,24,MTL-02237-04;A0,1.0,TURR - BRK,17.1,13.7,0.5,117.135,Bin,2,93.0,90.0,3.6,0.967741935483871,SK41H x7,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,3.0,6.0,C18-B2-PB18,,25,"B ASY-05269-03;B0
(FRAME)",1.0,BUY,23.0,17.5,1.0,402.5,Bin,2,27.0,54.0,2.16,2.0,fas-00391 X7,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,3.0,5.0,C15-B1-PB15,,26,MTL-02434-01;A0,1.0,LSR - BRK,17.0,0.7,0.8,9.52,Bin,1,176.0,100.0,4.0,0.5681818181818182,"Assemble to 
MTL-02236-04;A0",Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,3.0,5.0,C17-B2-PB17,,26,MTL-02236-04;A0,1.0,TURR - BRK,17.0,13.7,0.5,116.44999999999999,Bin,2,93.0,94.0,3.76,1.010752688172043,SK41H x6,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,3.0,6.0,C15-B1-PB15,,29,ASY-03135-03;A0,1.0,TURR - BRK - PEM,17.1,3.1,0.4,21.204000000000004,Bin,1,79.0,79.0,3.16,1.0,SK41H 13x,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,3.0,6.0,C15-B1-PB15,,30,MTL-02212-01;A0,2.0,LSR,1.2,0.9,0.04,0.0432,Bin,1,38656.0,200.0,4.0,0.005173841059602649,SK41H 4x,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,3.0,5.0,C19-B2-PB19,,31,MTL-02220-03;A0,1.0,TURR - BRK,17.1,13.2,1.9,428.868,Bin,2,26.0,52.0,2.08,2.0,SK41H 12x,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,3.0,6.0,C15-B1-PB15,,32,MTL-03697-01;A0,1.0,LSR - BRK,16.2,3.7,0.8,47.952,Bin,1,100.0,100.0,4.0,1.0,SK41H 6x,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,3.0,5.0,C20-B2-PB20,,33,ASY-03139-03;A0,1.0,TURR - BRK - PEM,17.1,14.4,0.8,196.99200000000005,Bin,2,55.0,100.0,4.0,1.8181818181818181,SK41H 8x,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,3.0,6.0,C16-B1-PB16,,35,MTL-02738-01;A0,1.0,TURR - BRK,16.3,1.2,0.6,11.735999999999999,Bin,1,143.0,93.0,3.72,0.6503496503496503,SK41H 5x,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,3.0,6.0,C16-B1-PB16,,36,A GSKT-00349,2.0,BUY,17.0,0.5,0.2,1.7000000000000002,Bin,1,983.0,200.0,4.0,0.2034587995930824,Stick onto part,Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,3.0,5.0,C16-B1-PB16,,37,ASY-04776-01;B0,1.0,,2.5,1.0,0.1,0.25,Bin,1,6680.0,100.0,4.0,0.014970059880239521,"FAS-00532
15 in/lbs",Atornillador
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,3.0,5.0,C16-B1-PB16,,37,A MECH-01754-04,18.0,BUY,1.2,0.7,0.6,0.504,Bin,1,3314.0,1800.0,4.0,0.5431502715751357,"Assembled to
ASY-04776-01;B0",Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,3.0,5.0,C16-B1-PB16,,39,A CBL-00408-05;B0,1.0,BUY,5.0,0.7,0.3,1.05,Bin,1,1591.0,100.0,4.0,0.06285355122564425,"FAS-00381 x4
FAS-00380 x4","Atornillador
40 in/lbs"
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,3.0,5.0,,,39,A ASY-03229-07;C0,1.0,BUY,,,,,Cart,,,,,,-,-
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,3.0,5.0,C16-B1-PB16,,41,A MECH-02689-01;B,1.0,BUY,5.0,0.5,0.2,0.5,Bin,1,3340.0,100.0,4.0,0.029940119760479042,Stick onto part,Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,4.0,8.0,C23-B1-PB23,,44,A MECH-01200-02,1.0,BUY,5.0,0.5,0.2,0.5,Bin,1,3340.0,100.0,4.0,0.029940119760479042,Stick onto part,Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,4.0,8.0,C24-B2-PB24,,45,ASY-03152-06;A0,1.0,TURR - BRK - PEM,27.0,22.0,0.4,237.60000000000002,Bin,2,46.0,92.0,3.68,2.0,"SK41H 80x
MECH-01196-03","Rivet gun
Aatornillador
15 in/lbs"
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,2.0,4.0,C-14-B1-PB14,,46,MTL-02254-02;A1,2.0,TURR - BRK,17.1,1.8,0.7,21.546000000000003,Bin,1,78.0,200.0,4.0,2.5641025641025643,Place in fixture,Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,2.0,4.0,C-14-B1-PB14,,47,ASY-03143-06;A0,1.0,TURR - BRK - PEM,17.1,14.3,0.4,97.81200000000001,Bin,2,111.0,100.0,4.0,0.9009009009009009,SK41H x20,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,3.0,7.0,C21-B1-PB21,,51,MTL-02226-02;A0,1.0,LSR - BRK,17.0,0.7,0.8,9.52,Bin,1,176.0,100.0,4.0,0.5681818181818182,Place onto part,Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,3.0,7.0,C22-B2-PB22,,51,ASY-05272-01;A0,1.0,TURR - PEM - BRK,18.9,15.3,0.5,144.585,Bin,2,75.0,76.0,3.04,1.0133333333333334,SK41H x4,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,3.0,7.0,C22-B2-PB22,,52,MTL-03975-01;A1,1.0,TURR - BRK,18.9,15.3,0.4,115.668,Bin,2,94.0,94.0,3.76,1.0,SK41H x22,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,3.0,7.0,C21-B1-PB21,,53,A GSKT-00349,1.0,,17.0,0.5,0.2,1.7000000000000002,Bin,1,983.0,100.0,4.0,0.1017293997965412,Stick onto part,Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,4.0,8.0,C25-B2-PB25,,55,ASY-04756-04;A0,1.0,TURR - BRK - PEM,27.5,13.4,1.0,368.5,Bin,2,30.0,60.0,2.4,2.0,"SK41H x41
SK42H x10",Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,4.0,8.0,C26-B2-PB26,,56,ASY-03156-03;A0,1.0,TURR - BRK - PEM,17.1,13.4,0.5,114.57000000000001,Bin,2,95.0,95.0,3.8,1.0,SK41H x9,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,4.0,8.0,C26-B2-PB26,,57,ASY-03136-03;A0,1.0,TURR - BRK - PEM,17.3,15.0,0.4,103.80000000000001,Bin,2,104.0,100.0,4.0,0.9615384615384616,SK41H x26,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,4.0,8.0,C27-B2-PB27,,58,ASY-03137-03;A0,1.0,TURR - BRK - PEM,18.3,17.2,1.2,377.712,Bin,2,29.0,58.0,2.32,2.0,SK41H x36,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,4.0,8.0,,,59,MTL-02213-05;A0,1.0,TURR - BRK,35.8,27.5,0.8,787.5999999999999,Cart,,,,,,"SK41H x44
SKK3030PT x23
SK42H x24",Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,5.0,9.0,C28-B1-PB28,,60,MTL-02218-01;B0,1.0,TURR - OSP,21.0,0.7,0.1,1.47,Bin,1,1136.0,100.0,4.0,0.0880281690140845,FAS-05905,"Atornillador
6 in/lb"
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,5.0,9.0,C28-B1-PB28,,61,A MECH-01754-04,8.0,BUY,1.2,0.7,0.6,0.504,Bin,1,3314.0,800.0,4.0,0.24140012070006034,"FAS-00532
15 in/lbs",Atornillador
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,5.0,9.0,C28-B1-PB28,,62,A MECH-01253-01,1.0,BUY,4.0,0.5,0.1,0.2,Bin,1,8350.0,100.0,4.0,0.011976047904191617,Stick onto part,Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,5.0,9.0,C29-B2-PB29,,63,ASY-03153-05;A0,1.0,TURR - BRK - PEM,27.0,22.0,0.4,237.60000000000002,Bin,2,46.0,92.0,3.68,2.0,SK41H x99,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,5.0,9.0,C30-B2-PB30,,64,ASY-04757-04;A0,1.0,TURR - BRK - PEM,27.5,13.4,0.9,331.65000000000003,Bin,2,33.0,66.0,2.64,2.0,"SK41H x51
SK42H x10",Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,5.0,9.0,,,65,MTL-02247-05;A0,1.0,TURR - BRK,35.8,27.4,0.8,784.7359999999999,Cart,,,,,,"SK41H x44
SKK3030PT x27
SK42H x24",Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,5.0,9.0,C28-B1-PB28,,66,MTL-02322-03;B0,1.0,TURR - OSP,21.0,0.7,0.1,1.47,Bin,1,1136.0,100.0,4.0,0.0880281690140845,FAS-05905 x2,"Atornillador
6 in/lb"
North face - Components matrix 1.xlsx,Plan for every part,ASY-03128-24;A0,5.0,9.0,C28-B1-PB28,,67,A MECH-01754-04,9.0,BUY,1.2,0.7,0.6,0.504,Bin,1,3314.0,900.0,4.0,0.27157513578756787,"FAS-00532
15 in/lbs",Atornillador
North face - Components matrix 1.xlsx,Plan for every part,ASY-03131-08;C0,6.0,10.0,C31-B2-PB31,,1,ASY-03185-02;A0,3.0,,17.1,1.4,0.9,21.546000000000003,Bin,2,501.0,300.0,4.0,0.5988023952095808,Place in fixture,Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03131-08;C0,6.0,10.0,C31-B2-PB31,,1,ASY-04183-01;A0,1.0,,17.1,1.7,0.9,26.163,Bin,2,413.0,100.0,4.0,0.24213075060532688,Place in fixture,Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03131-08;C0,6.0,10.0,C32-B2-PB32,,2,ASY-03184-05;A0,1.0,,24.4,17.0,1.7,705.1599999999999,Bin,2,26.0,52.0,2.08,2.0,"Place in fixture
SK41H x58",Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03131-08;C0,6.0,10.0,C33-B2-PB33,,4,MTL-02258-06;A0,10.0,,24.7,1.6,0.1,3.9520000000000004,Bin,2,2728.0,1250.0,5.0,0.45821114369501464,SK3025PT x2,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03131-08;C0,6.0,10.0,C34-B2-PB34,,6,ASY-03187-07;A0,1.0,,28.0,17.0,1.7,809.1999999999999,Bin,2,28.0,56.0,2.24,2.0,SK3030PT x4,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03131-08;C0,6.0,10.0,C35-B1-PB35,,7,MTL-02368-02;A0,1.0,,1.8,0.6,0.1,0.10800000000000001,Bin,1,15463.0,100.0,4.0,0.006467050378322447,SK3025PT x2,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03131-08;C0,6.0,10.0,C35-B1-PB35,,8,MTL-03292-01;A0,2.0,,15.1,0.6,0.3,2.7179999999999995,Bin,1,615.0,200.0,4.0,0.3252032520325203,SK3030PT x12,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03131-08;C0,6.0,10.0,C35-B1-PB35,,9,B MTL-03296-02;B0,12.0,BUY,2.0,0.5,0.5,0.5,Bin,1,3340.0,1200.0,4.0,0.3592814371257485,FAS-00617,"Atornillador
6 in/lb"
North face - Components matrix 1.xlsx,Plan for every part,ASY-03131-08;C0,6.0,10.0,,,12,ASY-03188-06;A0,1.0,,29.1,17.1,3.4,1691.8740000000003,Cart,,,,,,,
North face - Components matrix 1.xlsx,Plan for every part,ASY-03131-08;C0,6.0,10.0,C33-B2-PB33,,13,ASY-03189-05;A0,1.0,,17.1,2.0,1.8,61.56000000000001,Bin,2,176.0,100.0,4.0,0.5681818181818182,SK41H x4,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03131-08;C0,6.0,10.0,C35-B1-PB35,,16,MTL-03292-01;A0,1.0,,15.1,0.6,0.3,2.7179999999999995,Bin,1,615.0,100.0,4.0,0.16260162601626016,SK3030PT x12,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03131-08;C0,6.0,10.0,C35-B1-PB35,,17,MTL-02844-02;A0,2.0,,0.75,3.0,0.75,1.6875,Bin,1,990.0,200.0,4.0,0.20202020202020202,,
North face - Components matrix 1.xlsx,Plan for every part,ASY-03131-08;C0,6.0,10.0,C35-B1-PB35,,17,A MECH-01645-02A0,2.0,BUY,0.5,0.5,1.5,0.375,Bin,1,4454.0,200.0,4.0,0.0449034575662326,Assembly,Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03278-05;A0,2.0,4.0,C11-B2-PB11,,1,MTL-02356-04;B0,4.0,,6.8,5.2,1.4,49.504,Bin,2,218.0,400.0,4.0,1.834862385321101,Place on fixture,Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03278-05;A0,2.0,4.0,C-13-B1-PB13,,3,MTL-02357-02;A0,8.0,,3.7,0.6,0.2,0.44400000000000006,Bin,1,3762.0,800.0,4.0,0.2126528442317916,SK41H x4,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03278-05;A0,2.0,4.0,C-13-B1-PB13,,4,MTL-02358-03;A3,8.0,,1.5,0.6,0.1,0.09,Bin,1,18555.0,800.0,4.0,0.04311506332524926,SK42H x4,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03278-05;A0,2.0,4.0,C-13-B1-PB13,,5,"H FAS-00797
(SPRING)",4.0,BUY,3.0,0.5,0.5,0.75,Bin,1,2227.0,400.0,4.0,0.1796138302649304,Assembly,Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03278-05;A0,2.0,4.0,C-13-B1-PB13,,6,MTL-02360-06;A0,4.0,,1.8,1.2,0.1,0.21600000000000003,Bin,1,7732.0,400.0,4.0,0.05173305742369374,Assembly,Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-03278-05;A0,2.0,4.0,C12-B2-PB12,,7-8,MTL-02362-04;B0,4.0,,6.6,4.3,0.8,22.704,Bin,2,475.0,400.0,4.0,0.8421052631578947,"Place on fixture
SK42H x2",Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03278-05;A0,2.0,4.0,C-13-B1-PB13,,9,MTL-02363-03;A0,4.0,,3.5,1.1,0.4,1.5400000000000003,Bin,1,1085.0,400.0,4.0,0.3686635944700461,SK42H x4,Rivet gun
North face - Components matrix 1.xlsx,Plan for every part,ASY-03278-05;A0,2.0,4.0,C12-B2-PB12,,10,H MECH-02436-01,4.0,BUY,4.0,4.0,0.5,8.0,Bin,2,1348.0,400.0,4.0,0.29673590504451036,Assembly,Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-08774-01;A0,,,,,1,A MECH-01883-01,2.0,BUY,2.0,2.0,0.5,2.0,Bin,1,835.0,200.0,4.0,0.23952095808383234,Assembly,Manually
North face - Components matrix 1.xlsx,Plan for every part,ASY-08774-01;A0,,,,,1,A MECH-02488-04A1,2.0,BUY,2.0,2.0,0.5,2.0,Bin,1,835.0,200.0,4.0,0.23952095808383234,Assembly,Manually
